Vehicle Style,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,highway MPG,city mpg,Popularity,MSRP
Sedan,Buick,Lucerne,2010,flex-fuel (unleaded/E85),227,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Large,26,17,155,33230
Sedan,Buick,Lucerne,2010,flex-fuel (unleaded/E85),227,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Large,26,17,155,32730
Sedan,Buick,Lucerne,2010,flex-fuel (unleaded/E85),227,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Large,26,17,155,29230
Sedan,Buick,Lucerne,2010,flex-fuel (unleaded/E85),227,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Large,26,17,155,35625
Sedan,Buick,Lucerne,2010,flex-fuel (unleaded/E85),227,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Large,26,17,155,36230
Sedan,Buick,Lucerne,2011,flex-fuel (unleaded/E85),227,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Large,27,17,155,29730
Sedan,Buick,Lucerne,2011,flex-fuel (unleaded/E85),227,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Large,27,17,155,35675
Sedan,Buick,Lucerne,2011,flex-fuel (unleaded/E85),227,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Large,27,17,155,33130
Sedan,Buick,Regal,2016,flex-fuel (unleaded/E85),182,4,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,31,19,155,27065
Sedan,Buick,Regal,2017,flex-fuel (unleaded/E85),182,4,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,30,19,155,27065
Passenger Minivan,Buick,Terraza,2007,regular unleaded,240,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,23,16,155,30780
Passenger Minivan,Buick,Terraza,2007,regular unleaded,240,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,23,16,155,28000
Passenger Minivan,Buick,Terraza,2007,regular unleaded,240,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,23,16,155,26660
Sedan,Buick,LaCrosse,2015,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,"Flex Fuel,Hybrid",Large,36,25,155,35725
Sedan,Buick,LaCrosse,2015,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,"Flex Fuel,Hybrid",Large,36,25,155,33635
Sedan,Buick,LaCrosse,2015,flex-fuel (unleaded/E85),304,6,AUTOMATIC,all wheel drive,4,"Flex Fuel,Performance",Large,26,17,155,40500
Sedan,Buick,LaCrosse,2015,flex-fuel (unleaded/E85),304,6,AUTOMATIC,front wheel drive,4,"Flex Fuel,Performance",Large,28,18,155,39970
Sedan,Buick,LaCrosse,2015,flex-fuel (unleaded/E85),304,6,AUTOMATIC,front wheel drive,4,"Flex Fuel,Performance",Large,28,18,155,38025
Sedan,Buick,LaCrosse,2015,flex-fuel (unleaded/E85),304,6,AUTOMATIC,all wheel drive,4,"Flex Fuel,Performance",Large,26,17,155,38730
Sedan,Buick,LaCrosse,2016,flex-fuel (unleaded/E85),304,6,AUTOMATIC,front wheel drive,4,"Flex Fuel,Performance",Large,28,18,155,34065
Sedan,Buick,LaCrosse,2016,flex-fuel (unleaded/E85),304,6,AUTOMATIC,front wheel drive,4,"Flex Fuel,Performance",Large,28,18,155,40145
Sedan,Buick,LaCrosse,2016,flex-fuel (unleaded/E85),304,6,AUTOMATIC,all wheel drive,4,"Flex Fuel,Performance",Large,26,17,155,38905
Sedan,Buick,LaCrosse,2016,flex-fuel (unleaded/E85),304,6,AUTOMATIC,all wheel drive,4,"Flex Fuel,Performance",Large,26,17,155,40675
Sedan,Buick,LaCrosse,2016,flex-fuel (unleaded/E85),304,6,AUTOMATIC,front wheel drive,4,"Flex Fuel,Performance",Large,28,18,155,38200
Sedan,Buick,LaCrosse,2016,flex-fuel (unleaded/E85),304,6,AUTOMATIC,front wheel drive,4,"Flex Fuel,Performance,Hybrid",Large,28,18,155,35900
Sedan,Buick,LaCrosse,2016,flex-fuel (unleaded/E85),304,6,AUTOMATIC,front wheel drive,4,"Flex Fuel,Performance,Hybrid",Large,28,18,155,33810
Convertible,Buick,Reatta,1990,regular unleaded,165,6,AUTOMATIC,front wheel drive,2,Luxury,Compact,25,16,155,2000
Convertible,Buick,Reatta,1991,regular unleaded,170,6,AUTOMATIC,front wheel drive,2,Luxury,Compact,25,16,155,2000
Sedan,Buick,LaCrosse,2017,regular unleaded,310,6,AUTOMATIC,front wheel drive,4,Performance,Large,31,21,155,36065
Sedan,Buick,LaCrosse,2017,regular unleaded,310,6,AUTOMATIC,front wheel drive,4,Performance,Large,31,21,155,38665
Sedan,Buick,LaCrosse,2017,regular unleaded,310,6,AUTOMATIC,all wheel drive,4,Performance,Large,29,20,155,43265
Sedan,Buick,LaCrosse,2017,regular unleaded,310,6,AUTOMATIC,front wheel drive,4,Performance,Large,31,21,155,32065
Sedan,Buick,LaCrosse,2017,regular unleaded,310,6,AUTOMATIC,front wheel drive,4,Performance,Large,31,21,155,41065
Sedan,Buick,Lucerne,2010,premium unleaded (recommended),292,8,AUTOMATIC,front wheel drive,4,Performance,Large,22,15,155,42515
Sedan,Buick,Lucerne,2011,premium unleaded (recommended),292,8,AUTOMATIC,front wheel drive,4,Performance,Large,23,15,155,44460
Sedan,Buick,Park Avenue,2003,premium unleaded (required),240,6,AUTOMATIC,front wheel drive,4,Performance,Large,25,16,155,39725
Sedan,Buick,Park Avenue,2004,premium unleaded (required),240,6,AUTOMATIC,front wheel drive,4,Performance,Large,26,16,155,40425
Sedan,Buick,Park Avenue,2005,premium unleaded (required),240,6,AUTOMATIC,front wheel drive,4,Performance,Large,26,17,155,40730
Sedan,Buick,Regal,2016,premium unleaded (recommended),259,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,30,21,155,28565
Sedan,Buick,Regal,2016,premium unleaded (recommended),259,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,30,21,155,34065
Sedan,Buick,Regal,2016,premium unleaded (recommended),259,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,30,21,155,31565
Sedan,Buick,Regal,2016,premium unleaded (recommended),259,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,30,21,155,28990
Sedan,Buick,Regal,2016,premium unleaded (recommended),259,4,AUTOMATIC,all wheel drive,4,Performance,Midsize,27,19,155,36490
Sedan,Buick,Regal,2016,premium unleaded (recommended),259,4,AUTOMATIC,all wheel drive,4,Performance,Midsize,27,19,155,31415
Sedan,Buick,Regal,2016,premium unleaded (recommended),259,4,AUTOMATIC,all wheel drive,4,Performance,Midsize,27,19,155,33990
Sedan,Buick,Regal,2016,premium unleaded (recommended),259,4,AUTOMATIC,all wheel drive,4,Performance,Midsize,27,19,155,34325
Sedan,Buick,Regal,2017,premium unleaded (recommended),259,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,29,21,155,31615
Sedan,Buick,Regal,2017,premium unleaded (recommended),259,4,AUTOMATIC,all wheel drive,4,Performance,Midsize,27,19,155,36540
Sedan,Buick,Regal,2017,premium unleaded (recommended),259,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,29,21,155,34115
Sedan,Buick,Regal,2017,premium unleaded (recommended),259,4,AUTOMATIC,all wheel drive,4,Performance,Midsize,27,19,155,34040
Sedan,Buick,Regal,2017,premium unleaded (recommended),259,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,29,21,155,28615
Sedan,Buick,Regal,2017,premium unleaded (recommended),259,4,AUTOMATIC,all wheel drive,4,Performance,Midsize,27,19,155,31465
Sedan,Buick,Verano,2015,premium unleaded (recommended),250,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,30,21,155,29215
Sedan,Buick,Verano,2016,premium unleaded (recommended),250,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,30,21,155,28670
Sedan,Buick,Regal,2016,premium unleaded (recommended),259,4,AUTOMATIC,front wheel drive,4,"Performance,Hybrid",Midsize,30,21,155,31900
Crew Cab Pickup,Cadillac,Escalade EXT,2011,flex-fuel (premium unleaded recommended/E85),403,8,AUTOMATIC,all wheel drive,4,"Crossover,Flex Fuel,Luxury",Large,18,13,1624,62160
Crew Cab Pickup,Cadillac,Escalade EXT,2012,flex-fuel (premium unleaded recommended/E85),403,8,AUTOMATIC,all wheel drive,4,"Crossover,Flex Fuel,Luxury",Large,18,13,1624,63060
Crew Cab Pickup,Cadillac,Escalade EXT,2013,flex-fuel (premium unleaded recommended/E85),403,8,AUTOMATIC,all wheel drive,4,"Crossover,Flex Fuel,Luxury",Large,18,13,1624,63060
Crew Cab Pickup,Cadillac,Escalade EXT,2011,flex-fuel (premium unleaded recommended/E85),403,8,AUTOMATIC,all wheel drive,4,"Crossover,Flex Fuel,Luxury,Performance",Large,18,13,1624,67350
Crew Cab Pickup,Cadillac,Escalade EXT,2011,flex-fuel (premium unleaded recommended/E85),403,8,AUTOMATIC,all wheel drive,4,"Crossover,Flex Fuel,Luxury,Performance",Large,18,13,1624,69740
Crew Cab Pickup,Cadillac,Escalade EXT,2012,flex-fuel (premium unleaded recommended/E85),403,8,AUTOMATIC,all wheel drive,4,"Crossover,Flex Fuel,Luxury,Performance",Large,18,13,1624,69640
Crew Cab Pickup,Cadillac,Escalade EXT,2012,flex-fuel (premium unleaded recommended/E85),403,8,AUTOMATIC,all wheel drive,4,"Crossover,Flex Fuel,Luxury,Performance",Large,18,13,1624,67250
Crew Cab Pickup,Cadillac,Escalade EXT,2013,flex-fuel (premium unleaded recommended/E85),403,8,AUTOMATIC,all wheel drive,4,"Crossover,Flex Fuel,Luxury,Performance",Large,18,13,1624,69640
Crew Cab Pickup,Cadillac,Escalade EXT,2013,flex-fuel (premium unleaded recommended/E85),403,8,AUTOMATIC,all wheel drive,4,"Crossover,Flex Fuel,Luxury,Performance",Large,18,13,1624,67250
4dr SUV,Cadillac,SRX,2014,regular unleaded,308,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,23,16,1624,48065
4dr SUV,Cadillac,SRX,2014,regular unleaded,308,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,23,16,1624,50955
4dr SUV,Cadillac,SRX,2014,regular unleaded,308,6,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Midsize,24,17,1624,42880
4dr SUV,Cadillac,SRX,2014,regular unleaded,308,6,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Midsize,24,17,1624,48145
4dr SUV,Cadillac,SRX,2014,regular unleaded,308,6,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Midsize,24,17,1624,37505
4dr SUV,Cadillac,SRX,2014,regular unleaded,308,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,23,16,1624,45375
4dr SUV,Cadillac,SRX,2014,regular unleaded,308,6,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Midsize,24,17,1624,45255
4dr SUV,Cadillac,SRX,2015,regular unleaded,308,6,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Midsize,24,17,1624,48920
4dr SUV,Cadillac,SRX,2015,regular unleaded,308,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,23,16,1624,48840
4dr SUV,Cadillac,SRX,2015,regular unleaded,308,6,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Midsize,24,17,1624,46030
4dr SUV,Cadillac,SRX,2015,regular unleaded,308,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,23,16,1624,51730
4dr SUV,Cadillac,SRX,2015,regular unleaded,308,6,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Midsize,24,17,1624,43640
4dr SUV,Cadillac,SRX,2015,regular unleaded,308,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,23,16,1624,46135
4dr SUV,Cadillac,SRX,2015,regular unleaded,308,6,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Midsize,24,17,1624,37605
4dr SUV,Cadillac,SRX,2016,regular unleaded,308,6,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Midsize,24,17,1624,37605
4dr SUV,Cadillac,SRX,2016,regular unleaded,308,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,23,16,1624,48840
4dr SUV,Cadillac,SRX,2016,regular unleaded,308,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,23,16,1624,51730
4dr SUV,Cadillac,SRX,2016,regular unleaded,308,6,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Midsize,24,17,1624,48920
4dr SUV,Cadillac,SRX,2016,regular unleaded,308,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,23,16,1624,46135
4dr SUV,Cadillac,SRX,2016,regular unleaded,308,6,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Midsize,24,17,1624,43640
4dr SUV,Cadillac,SRX,2016,regular unleaded,308,6,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Midsize,24,17,1624,46030
4dr SUV,Cadillac,XT5,2017,premium unleaded (required),310,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,26,18,1624,62500
4dr SUV,Cadillac,XT5,2017,premium unleaded (required),310,6,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Midsize,27,19,1624,51895
4dr SUV,Cadillac,XT5,2017,premium unleaded (required),310,6,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Midsize,27,19,1624,38995
4dr SUV,Cadillac,XT5,2017,premium unleaded (required),310,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,26,18,1624,47390
4dr SUV,Cadillac,XT5,2017,premium unleaded (required),310,6,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Midsize,27,19,1624,44895
4dr SUV,Cadillac,XT5,2017,premium unleaded (required),310,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,26,18,1624,54390
Coupe,Cadillac,ATS-V,2016,premium unleaded (recommended),464,6,MANUAL,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,23,17,1624,62665
Sedan,Cadillac,ATS-V,2016,premium unleaded (recommended),464,6,MANUAL,rear wheel drive,4,"Factory Tuner,Luxury,High-Performance",Compact,23,17,1624,60465
Coupe,Cadillac,ATS-V,2017,premium unleaded (recommended),464,6,MANUAL,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,23,16,1624,62895
Sedan,Cadillac,ATS-V,2017,premium unleaded (recommended),464,6,MANUAL,rear wheel drive,4,"Factory Tuner,Luxury,High-Performance",Compact,23,16,1624,60695
Coupe,Cadillac,CTS-V Coupe,2013,premium unleaded (required),556,8,MANUAL,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Midsize,19,14,1624,63215
Coupe,Cadillac,CTS-V Coupe,2014,premium unleaded (required),556,8,MANUAL,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Midsize,19,14,1624,63600
Coupe,Cadillac,CTS-V Coupe,2015,premium unleaded (required),556,8,MANUAL,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Midsize,19,14,1624,69900
Wagon,Cadillac,CTS-V Wagon,2012,premium unleaded (required),556,8,MANUAL,rear wheel drive,4,"Factory Tuner,Luxury,High-Performance",Midsize,19,14,1624,63215
Wagon,Cadillac,CTS-V Wagon,2013,premium unleaded (required),556,8,MANUAL,rear wheel drive,4,"Factory Tuner,Luxury,High-Performance",Midsize,19,14,1624,63215
Wagon,Cadillac,CTS-V Wagon,2014,premium unleaded (required),556,8,MANUAL,rear wheel drive,4,"Factory Tuner,Luxury,High-Performance",Midsize,19,14,1624,63600
Sedan,Cadillac,CTS-V,2014,premium unleaded (required),556,8,MANUAL,rear wheel drive,4,"Factory Tuner,Luxury,High-Performance",Midsize,19,14,1624,63600
Sedan,Cadillac,CTS-V,2016,premium unleaded (required),640,8,AUTOMATIC,rear wheel drive,4,"Factory Tuner,Luxury,High-Performance",Large,21,14,1624,83995
Sedan,Cadillac,CTS-V,2017,premium unleaded (required),640,8,AUTOMATIC,rear wheel drive,4,"Factory Tuner,Luxury,High-Performance",Large,21,14,1624,85995
Sedan,Cadillac,CTS,2015,premium unleaded (required),420,6,AUTOMATIC,rear wheel drive,4,"Factory Tuner,Luxury,High-Performance",Large,24,16,1624,69340
Sedan,Cadillac,CTS,2015,premium unleaded (required),420,6,AUTOMATIC,rear wheel drive,4,"Factory Tuner,Luxury,High-Performance",Large,24,16,1624,59340
Sedan,Cadillac,CTS,2016,premium unleaded (required),420,6,AUTOMATIC,rear wheel drive,4,"Factory Tuner,Luxury,High-Performance",Large,24,16,1624,59955
Sedan,Cadillac,CTS,2016,premium unleaded (required),420,6,AUTOMATIC,rear wheel drive,4,"Factory Tuner,Luxury,High-Performance",Large,24,16,1624,69955
Sedan,Cadillac,CTS,2017,premium unleaded (required),420,6,AUTOMATIC,rear wheel drive,4,"Factory Tuner,Luxury,High-Performance",Large,24,16,1624,70795
Sedan,Cadillac,CTS,2017,premium unleaded (required),420,6,AUTOMATIC,rear wheel drive,4,"Factory Tuner,Luxury,High-Performance",Large,24,16,1624,60695
Sedan,Cadillac,STS-V,2007,premium unleaded (required),469,8,AUTOMATIC,rear wheel drive,4,"Factory Tuner,Luxury,High-Performance",Large,19,12,1624,75010
Sedan,Cadillac,STS-V,2008,premium unleaded (required),469,8,AUTOMATIC,rear wheel drive,4,"Factory Tuner,Luxury,High-Performance",Large,19,13,1624,78775
Sedan,Cadillac,STS-V,2009,premium unleaded (required),469,8,AUTOMATIC,rear wheel drive,4,"Factory Tuner,Luxury,High-Performance",Large,19,13,1624,81795
Convertible,Cadillac,XLR-V,2007,premium unleaded (required),443,8,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,20,13,1624,97460
Convertible,Cadillac,XLR-V,2008,premium unleaded (required),443,8,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,21,14,1624,99160
Convertible,Cadillac,XLR-V,2008,premium unleaded (required),443,8,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,21,14,1624,100660
Convertible,Cadillac,XLR-V,2009,premium unleaded (required),443,8,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,23,14,1624,104215
4dr SUV,Cadillac,Escalade ESV,2015,flex-fuel (unleaded/E85),420,8,AUTOMATIC,four wheel drive,4,"Flex Fuel,Luxury",Large,20,14,1624,77295
4dr SUV,Cadillac,Escalade ESV,2015,flex-fuel (unleaded/E85),420,8,AUTOMATIC,rear wheel drive,4,"Flex Fuel,Luxury",Large,21,15,1624,74695
4dr SUV,Cadillac,Escalade ESV,2015,flex-fuel (unleaded/E85),420,8,AUTOMATIC,rear wheel drive,4,"Flex Fuel,Luxury",Large,22,15,1624,75970
4dr SUV,Cadillac,Escalade ESV,2015,flex-fuel (unleaded/E85),420,8,AUTOMATIC,four wheel drive,4,"Flex Fuel,Luxury",Large,20,14,1624,78570
4dr SUV,Cadillac,Escalade,2015,flex-fuel (unleaded/E85),420,8,AUTOMATIC,rear wheel drive,4,"Flex Fuel,Luxury",Large,21,15,1624,71695
4dr SUV,Cadillac,Escalade,2015,flex-fuel (unleaded/E85),420,8,AUTOMATIC,rear wheel drive,4,"Flex Fuel,Luxury",Large,22,15,1624,72970
4dr SUV,Cadillac,Escalade,2015,flex-fuel (unleaded/E85),420,8,AUTOMATIC,four wheel drive,4,"Flex Fuel,Luxury",Large,21,15,1624,75570
4dr SUV,Cadillac,Escalade,2015,flex-fuel (unleaded/E85),420,8,AUTOMATIC,four wheel drive,4,"Flex Fuel,Luxury",Large,21,14,1624,74295
Coupe,Cadillac,ATS Coupe,2015,flex-fuel (unleaded/E85),321,6,AUTOMATIC,rear wheel drive,2,"Flex Fuel,Luxury,High-Performance",Compact,28,18,1624,48165
Coupe,Cadillac,ATS Coupe,2015,flex-fuel (unleaded/E85),321,6,AUTOMATIC,all wheel drive,2,"Flex Fuel,Luxury,High-Performance",Compact,26,18,1624,50165
Coupe,Cadillac,ATS Coupe,2015,flex-fuel (unleaded/E85),321,6,AUTOMATIC,all wheel drive,2,"Flex Fuel,Luxury,High-Performance",Compact,26,18,1624,51435
Coupe,Cadillac,ATS Coupe,2015,flex-fuel (unleaded/E85),321,6,AUTOMATIC,rear wheel drive,2,"Flex Fuel,Luxury,High-Performance",Compact,28,18,1624,45150
Coupe,Cadillac,ATS Coupe,2015,flex-fuel (unleaded/E85),321,6,AUTOMATIC,all wheel drive,2,"Flex Fuel,Luxury,High-Performance",Compact,26,18,1624,47750
Coupe,Cadillac,ATS Coupe,2015,flex-fuel (unleaded/E85),321,6,AUTOMATIC,rear wheel drive,2,"Flex Fuel,Luxury,High-Performance",Compact,28,18,1624,50325
Sedan,Cadillac,ATS,2015,flex-fuel (unleaded/E85),321,6,AUTOMATIC,rear wheel drive,4,"Flex Fuel,Luxury,High-Performance",Compact,28,18,1624,47615
Sedan,Cadillac,ATS,2015,flex-fuel (unleaded/E85),321,6,AUTOMATIC,rear wheel drive,4,"Flex Fuel,Luxury,High-Performance",Compact,28,18,1624,44660
Sedan,Cadillac,ATS,2015,flex-fuel (unleaded/E85),321,6,AUTOMATIC,rear wheel drive,4,"Flex Fuel,Luxury,High-Performance",Compact,28,18,1624,41340
Sedan,Cadillac,ATS,2015,flex-fuel (unleaded/E85),321,6,AUTOMATIC,all wheel drive,4,"Flex Fuel,Luxury,High-Performance",Compact,26,18,1624,46660
Sedan,Cadillac,ATS,2015,flex-fuel (unleaded/E85),321,6,AUTOMATIC,all wheel drive,4,"Flex Fuel,Luxury,High-Performance",Compact,26,18,1624,48715
Sedan,Cadillac,ATS,2015,flex-fuel (unleaded/E85),321,6,AUTOMATIC,all wheel drive,4,"Flex Fuel,Luxury,High-Performance",Compact,26,18,1624,43340
Sedan,Cadillac,CTS,2015,flex-fuel (unleaded/E85),321,6,AUTOMATIC,rear wheel drive,4,"Flex Fuel,Luxury,High-Performance",Large,29,18,1624,61770
Sedan,Cadillac,CTS,2015,flex-fuel (unleaded/E85),321,6,AUTOMATIC,rear wheel drive,4,"Flex Fuel,Luxury,High-Performance",Large,29,18,1624,52970
Sedan,Cadillac,CTS,2015,flex-fuel (unleaded/E85),321,6,AUTOMATIC,rear wheel drive,4,"Flex Fuel,Luxury,High-Performance",Large,29,18,1624,57370
Sedan,Cadillac,CTS,2015,flex-fuel (unleaded/E85),321,6,AUTOMATIC,all wheel drive,4,"Flex Fuel,Luxury,Performance",Large,26,18,1624,54970
Sedan,Cadillac,CTS,2015,flex-fuel (unleaded/E85),321,6,AUTOMATIC,all wheel drive,4,"Flex Fuel,Luxury,Performance",Large,26,18,1624,63770
Sedan,Cadillac,CTS,2015,flex-fuel (unleaded/E85),321,6,AUTOMATIC,all wheel drive,4,"Flex Fuel,Luxury,Performance",Large,26,18,1624,59370
4dr SUV,Cadillac,Escalade ESV,2015,flex-fuel (unleaded/E85),420,8,AUTOMATIC,four wheel drive,4,"Flex Fuel,Luxury,Performance",Large,20,14,1624,85795
4dr SUV,Cadillac,Escalade ESV,2015,flex-fuel (unleaded/E85),420,8,AUTOMATIC,rear wheel drive,4,"Flex Fuel,Luxury,Performance",Large,21,15,1624,83195
4dr SUV,Cadillac,Escalade ESV,2015,flex-fuel (unleaded/E85),420,8,AUTOMATIC,rear wheel drive,4,"Flex Fuel,Luxury,Performance",Large,21,15,1624,78695
4dr SUV,Cadillac,Escalade ESV,2015,flex-fuel (unleaded/E85),420,8,AUTOMATIC,four wheel drive,4,"Flex Fuel,Luxury,Performance",Large,20,14,1624,87070
4dr SUV,Cadillac,Escalade ESV,2015,flex-fuel (unleaded/E85),420,8,AUTOMATIC,four wheel drive,4,"Flex Fuel,Luxury,Performance",Large,20,14,1624,82570
4dr SUV,Cadillac,Escalade ESV,2015,flex-fuel (unleaded/E85),420,8,AUTOMATIC,rear wheel drive,4,"Flex Fuel,Luxury,Performance",Large,22,15,1624,92275
4dr SUV,Cadillac,Escalade ESV,2015,flex-fuel (unleaded/E85),420,8,AUTOMATIC,four wheel drive,4,"Flex Fuel,Luxury,Performance",Large,20,14,1624,81295
4dr SUV,Cadillac,Escalade ESV,2015,flex-fuel (unleaded/E85),420,8,AUTOMATIC,rear wheel drive,4,"Flex Fuel,Luxury,Performance",Large,22,15,1624,84470
4dr SUV,Cadillac,Escalade ESV,2015,flex-fuel (unleaded/E85),420,8,AUTOMATIC,four wheel drive,4,"Flex Fuel,Luxury,Performance",Large,20,14,1624,94875
4dr SUV,Cadillac,Escalade ESV,2015,flex-fuel (unleaded/E85),420,8,AUTOMATIC,rear wheel drive,4,"Flex Fuel,Luxury,Performance",Large,22,15,1624,79970
4dr SUV,Cadillac,Escalade,2015,flex-fuel (unleaded/E85),420,8,AUTOMATIC,rear wheel drive,4,"Flex Fuel,Luxury,Performance",Large,21,15,1624,80195
4dr SUV,Cadillac,Escalade,2015,flex-fuel (unleaded/E85),420,8,AUTOMATIC,four wheel drive,4,"Flex Fuel,Luxury,Performance",Large,21,15,1624,84070
4dr SUV,Cadillac,Escalade,2015,flex-fuel (unleaded/E85),420,8,AUTOMATIC,four wheel drive,4,"Flex Fuel,Luxury,Performance",Large,21,15,1624,91875
4dr SUV,Cadillac,Escalade,2015,flex-fuel (unleaded/E85),420,8,AUTOMATIC,rear wheel drive,4,"Flex Fuel,Luxury,Performance",Large,22,15,1624,76970
4dr SUV,Cadillac,Escalade,2015,flex-fuel (unleaded/E85),420,8,AUTOMATIC,rear wheel drive,4,"Flex Fuel,Luxury,Performance",Large,22,15,1624,81470
4dr SUV,Cadillac,Escalade,2015,flex-fuel (unleaded/E85),420,8,AUTOMATIC,four wheel drive,4,"Flex Fuel,Luxury,Performance",Large,21,14,1624,82795
4dr SUV,Cadillac,Escalade,2015,flex-fuel (unleaded/E85),420,8,AUTOMATIC,four wheel drive,4,"Flex Fuel,Luxury,Performance",Large,21,14,1624,78295
4dr SUV,Cadillac,Escalade,2015,flex-fuel (unleaded/E85),420,8,AUTOMATIC,rear wheel drive,4,"Flex Fuel,Luxury,Performance",Large,21,15,1624,75695
4dr SUV,Cadillac,Escalade,2015,flex-fuel (unleaded/E85),420,8,AUTOMATIC,four wheel drive,4,"Flex Fuel,Luxury,Performance",Large,21,15,1624,79570
4dr SUV,Cadillac,Escalade,2015,flex-fuel (unleaded/E85),420,8,AUTOMATIC,rear wheel drive,4,"Flex Fuel,Luxury,Performance",Large,22,15,1624,89275
Sedan,Cadillac,ATS,2015,regular unleaded,202,4,AUTOMATIC,rear wheel drive,4,Luxury,Compact,33,21,1624,33215
Sedan,Cadillac,ATS,2015,regular unleaded,202,4,AUTOMATIC,rear wheel drive,4,Luxury,Compact,33,21,1624,37340
Sedan,Cadillac,ATS,2016,regular unleaded,202,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,32,22,1624,37340
Sedan,Cadillac,ATS,2016,regular unleaded,202,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,32,22,1624,33215
Sedan,Cadillac,Brougham,1990,regular unleaded,140,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,22,15,1624,2000
Sedan,Cadillac,Brougham,1990,regular unleaded,140,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,22,15,1624,2000
Sedan,Cadillac,Brougham,1991,regular unleaded,170,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,23,15,1624,2000
Sedan,Cadillac,Brougham,1992,regular unleaded,170,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,23,15,1624,2000
Sedan,Cadillac,Catera,1999,regular unleaded,200,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,23,16,1624,2066
